Taxon,SiteId,lon,lat,FA,EUROMED,Cover
Primula pedemontana,PNV_703279,6.97285019142,45.4826100335,600010230,29063,0
Primula pedemontana,PNV_703278,6.96610026017,45.4803605087,600010230,29063,0
Primula pedemontana,PNV_703295,6.92784817019,45.4893566052,600010230,29063,0
Primula hirsuta,CBNA_435958,5.83927851979,44.9759222047,600010190,28884,0
Primula hirsuta,CBNA_435971,5.84602815007,44.9839303281,600010190,28884,0
Primula hirsuta,CBNA_428702,6.05720722382,44.9783522662,600010190,28884,0
Primula pedemontana,PNV_703280,6.97059994666,45.482608576,600010230,29063,0
Primula hirsuta,CBNA_428434,5.89727380858,45.1344788279,600010190,28884,0
Primula hirsuta,AAAAA_437426,6.12681865879,45.2913594132,600010190,28884,0
Primula hirsuta,CBNA_428489,5.90067601863,45.1291509857,600010190,28884,2
Primula hirsuta,RESBO_430565,5.91511252242,45.1236341676,600010190,28884,0
Primula hirsuta,CBNA_436970,6.04643862156,44.9122238113,600010190,28884,0
Primula hirsuta,CBNA_436974,6.04042578883,44.9117893933,600010190,28884,0
Primula hirsuta,CBNA_436997,6.12703606083,44.9946978019,600010190,28884,0
Primula hirsuta,JORDE_90893,6.97311160647,46.0244554645,600010190,28884,0
Primula hirsuta,JORDE_91042,6.96875359009,46.0281381441,600010190,28884,0
Primula hirsuta,JORDE_93118,6.74500474378,45.9681974661,600010190,28884,0
Primula hirsuta,JORDE_93383,6.78319976723,45.9826044072,600010190,28884,0
Primula hirsuta,JORDE_93644,6.83264341216,46.0068154445,600010190,28884,0
Primula hirsuta,JORDE_93643,6.80998667406,46.0145444842,600010190,28884,0
Primula hirsuta,JORDE_96909,6.86155584688,46.0053687715,600010190,28884,0
Primula hirsuta,JORDE_97020,6.872368702,46.0052023277,600010190,28884,0
Primula hirsuta,JORDE_97073,6.88398372141,46.0104754332,600010190,28884,0
Primula hirsuta,JORDE_97096,6.88239461469,46.0082669599,600010190,28884,0
Primula hirsuta,JORDE_97153,6.86657163438,45.9967633785,600010190,28884,0
Primula hirsuta,JORDE_97600,6.90521134319,46.0379471737,600010190,28884,0
Primula hirsuta,JORDE_97684,6.92933198861,46.0401966193,600010190,28884,0
Primula hirsuta,JORDE_97783,6.9343199396,46.0586192165,600010190,28884,0
Primula hirsuta,JORDE_97986,6.93532231793,46.048828989,600010190,28884,0
Primula hirsuta,JORDE_98375,6.81547748068,45.9930380922,600010190,28884,0
Primula hirsuta,JORDE_98671,6.79754894914,45.9972516063,600010190,28884,0
Primula hirsuta,JORDE_99323,6.7838095819,45.9628946618,600010190,28884,0
Primula hirsuta,JORDE_99419,6.783707237,45.9619514807,600010190,28884,0
Primula hirsuta,JORDE_99485,6.78298633871,45.9651354402,600010190,28884,0
Primula hirsuta,JORDE_99696,6.82194555242,45.980635471,600010190,28884,0
Primula hirsuta,JORDE_99738,6.82222792499,45.9880862484,600010190,28884,0
Primula hirsuta,JORDE_99805,6.78235634995,45.9656748801,600010190,28884,0
Primula hirsuta,JORDE_99846,6.78145662208,45.9659483658,600010190,28884,0
Primula hirsuta,JORDE_100078,6.82069761641,45.9768370143,600010190,28884,0
Primula hirsuta,CBNA_438434,5.93756208246,44.9320770081,600010190,28884,0
Primula hirsuta,JORDE_101202,6.78127418398,45.8989575438,600010190,28884,0
Primula hirsuta,CBNA_438448,5.93263016402,44.9291709937,600010190,28884,0
Primula hirsuta,JORDE_101449,6.82620269519,45.9031746189,600010190,28884,0
Primula hirsuta,JORDE_102061,6.80003300997,45.9249957557,600010190,28884,0
Primula hirsuta,JORDE_102141,6.80738882491,45.9209122276,600010190,28884,0
Primula hirsuta,JORDE_102302,6.78885800567,45.9329661926,600010190,28884,0
Primula hirsuta,JORDE_102348,6.79249692947,45.9327946213,600010190,28884,0
Primula hirsuta,JORDE_102658,6.77922481092,45.9316387661,600010190,28884,0
Primula hirsuta,JORDE_102742,6.78016939444,45.9293263322,600010190,28884,0
Primula hirsuta,JORDE_102872,6.7134471255,45.7454791685,600010190,28884,0
Primula hirsuta,JORDE_103105,6.71168594069,45.7331102402,600010190,28884,0
